Symbol,Oclc symbol,Library type,Library type,Name,Web address,Street address,Postal address,Email,Main phone number,NZ int scheme member,Te Puna int member,IBS member,Status in NZ IL Scheme,Manager,Manager email,Interloan librarian,Phone interloan,Email interloan,Notes
ROM,NZROM,Special,Library,"Te Whatu Ora - Health New Zealand, Lakes Library",http://www.lakesdhb.govt.nz,"Pukeroa Street
Rotorua 3010
New Zealand","Private Bag 3023
Rotorua 3046
New Zealand",medlib@lakesdhb.govt.nz,+64 7 349 7912,true,true,true,Charter,Lisa Wilson,lisa.wilson@lakesdhb.govt.nz,Lisa Wilson,+64 7 349 7912,lisa.wilson@lakesdhb.govt.nz,Last updated: 26/05/2023.
WSU,NZWSU,Special,Library,Land Information New Zealand,,"Radio New Zealand House, Level 7,
155 The Terrace,
Wellington 6011,
New Zealand","PO Box 5501,
Wellington 6145,
New Zealand",KMadmin@linz.govt.nz,+64 4 831 1591,true,true,true,Charter,Russell Clark,RClarke1@linz.govt.nz,Anais Jousserand-Shirley,+64 4 460 4515,ajousserand-shirley@linz.govt.nz,Last updated: 16/09/2024
LIPL,NZLIP,Special,Library,Landcare Research New Zealand Ltd,http://www.landcareresearch.co.nz/publications/library/,"54 Gerald Street
Lincoln Canterbury 7608
New Zealand","PO Box 69040
Lincoln Canterbury 7640
New Zealand",library@landcareresearch.co.nz,+64 3 321 9650,true,true,true,Charter,Glen Walker,WalkerG@landcareresearch.co.nz,Edward Doonerwind,+64 3 321 9650,DoonerwindE@landcareresearch.co.nz,
WLC,NZWLC,Special,Library,Law Commission,http://www.lawcom.govt.nz,"Level 9, Solnet House
The Terrace
Wellington 6011
New Zealand","PO Box 2590
DX SP 23534
Wellington 6140
New Zealand",library@lawcom.govt.nz,+64 4 914 4843,true,true,true,Non-charter,Louise Norton,lnorton@lawcom.govt.nz,Interloan contact,+64 4 914 4843,library@lawcom.govt.nz,
HDAF,NHDAF,Special,Library,LIC Library,http://www.lic.co.nz,"cnr Morrinsville & Ruakura Roads
Hamilton 3240
New Zealand","Private Bag 3016
Hamilton 3240
New Zealand",library@lic.co.nz,+64 7 856 0882,true,true,true,Charter,Jessie Berends,Jessie.Berends@lic.co.nz,Jessie Berends,+64 7 856 0882,Jessie.Berends@lic.co.nz,
LIU,UY0,Tertiary,Library,Lincoln University,https://ltl.lincoln.ac.nz/,"Ellesmere Junction Road/Springs Road
Lincoln Canterbury 7647
New Zealand","PO Box 85064
Lincoln University
Lincoln Canterbury 7647
New Zealand",libr4@lincoln.ac.nz,+64 3 423 0333,true,true,true,Charter,Roger Dawson,roger.dawson@lincoln.ac.nz,Cara Lee,,interloans@lincoln.ac.nz,
ABR,NZAEH,Special,Library,Lion (closed 2023),,,,,,false,false,false,TBA,,,,,,
WLCC,,Special,Library,"Luke, Cunningham & Clere",http://www.lcc.co.nz,"P O Box 10-357
Wellington
New Zealand","P O Box 10-357
Wellington
New Zealand",library@lcc.co.nz,+64 4 473 2175,false,false,false,TBA,Beaue Frost,bsf@lcc.co.nz,,,,
AMDM,AMDM,,Music hire,M D Music Ltd,http://www.mdmusic.co.nz,"15 Athlone Road
Auckland 1071
New Zealand","15 Athlone Rd
Glendowie
Auckland 1071
New Zealand",mdmusic@xtra.co.nz,+64 9 575 7901,false,false,false,TBA,Music Hire,mdmusic@xtra.co.nz,,,,CEO: Mark Dennison. Tel (day): 021 307 703 (evening) 09 575 7901
MCKP,,Public,Library,Mackenzie Community Library,,"Kirke Street
Fairlie
New Zealand","Kirke Street
Fairlie 7925
New Zealand",libstaff@mackcollege.school.nz,+64 3 685 8560,false,false,false,TBA,Bron Williams,bronwynw@mackcollege.school.nz,,,,
FEP,NZFEP,Public,Library,Manawatū Community Hub Libraries,https://www.mchl.co.nz,"64 Stafford Street,
Feilding 4702,
New Zealand","PO Box 264,
Feilding 4740,
New Zealand",library@mdc.govt.nz,+64 6 323 5373,true,true,true,Charter,Adie Johansen,adie.johansen@mdc.govt.nz,Sue Bakker,0632335373,Sue.Bakker@mdc.govt.nz,
MNPY,Z5M,Tertiary,Library,Te Pūkenga trading as Manukau Institute of Technology,http://library.manukau.ac.nz,"53 Otara Road
Gate 12 NP Block
Otara 2023
New Zealand","Private Bag 94006
Manukau 2241
New Zealand",library@manukau.ac.nz,+64 9 968 8777,true,true,true,Charter,,,Paula Martin,+64 9 968 8777,paula.martin@manukau.ac.nz,Last updated: 1/07/2025
MNSO,MNSO,,Music hire,Manukau Symphony Orchestra,http://www.manukausymphony.org.nz,"Te Tuhi Centre for the Arts
13 Reeves Road
Pakuranga 2010
New Zealand","PO Box 38233
Howick
Manukau 2145
New Zealand",manukausymphony@xtra.co.nz,+64 9 577 3031,false,false,false,TBA,MNSO Hire,manukausymphony@xtra.co.nz,,,,
BP,NZBWR,Public,Library,Marlborough District Libraries,http://www.marlboroughlibraries.govt.nz/,"15 High Street,
Blenheim Central,
Blenheim 7201,
New Zealand","15 High Street,
Blenheim Central,
Blenheim 7201,
New Zealand",interloans@marlborough.govt.nz,+64 3 520 7491,true,true,true,Charter,Glenn Webster,glenn.webster@marlborough.govt.nz,Interloans,+64 3 520 7491,interloans@marlborough.govt.nz,No books under 6 months old lent. All charges listed exclude GST. <br/>Last updated: 21/03/2025
PU,UW1,Tertiary,Library,Massey University,http://library.massey.ac.nz,"Tennent Drive
Palmerston North 4410
New Zealand","Private Bag 11 054
Palmerston North 4442
New Zealand",intloan@massey.ac.nz,0800 468 542 or 06 3569 099 extn 68101,true,true,true,Charter,Linda Palmer,L.K.Palmer@massey.ac.nz,Joanne Wood,,intloan@massey.ac.nz,All queries for interloan supply please contact the Library at Palmerston North. email: intloan@massey.ac.nz . Phone 06 356 9099 ext 85333. <br />Last updated: 20/03/2024.
MP,NZMAP,Public,Library,Masterton District Library,http://www.library.mstn.govt.nz,"54 Queen Street
Masterton 5810
New Zealand","PO Box 444
Masterton 5840
New Zealand",information@library.mstn.govt.nz,+64 6 370 6253,true,true,true,Charter,Tiffany Rawlings,tiffanyr@mstn.govt.nz,Natasha van Gulick,+64 6 370 6253,natashav@mstn.govt.nz,Last updated 7/04/2025
MPP,NZQPM,Public,Library,Matamata-Piako District Libraries,http://matamatapiakolibraries.co.nz,"Matamata Public Library
12 Tainui Street
Matamata 3400
New Zealand","Matamata Public Library
12 Tainui Street
Matamata 3400
New Zealand",interloans@mpdc.govt.nz,+64 7 888 7157,true,true,true,Charter,Melanie Brebner,mbrebner@mpdc.govt.nz,Paul Hagemann,+64 7 889 8388,phagemann@mpdc.govt.nz,Last updated: 30/11/2022
AMCE,,Special,Library,McElroys,http://www.mcelroys.co.nz,"Level 15  Tower Building
45 Queen Street
Auckland
New Zealand","PO Box 835
Auckland 1140
New Zealand",kath.clark@mcelroys.co.nz,+64 9 307 2003,false,false,false,Non-charter,Kath Clark,kath.clark@mcelroys.co.nz,,,,
WSFI,,Special,Library,"McGuinness Institute, James Duncan Reference Library",http://www.mcguinnessinstitute.org,"Level 2
5 Cable Street
Wellington
New Zealand","Level 2, 5 Cable Street
Wellington
New Zealand",library@mcguinnessinstitute.org,+64 4 499 8888,false,false,false,TBA,Wendy McGuinness,wmcg@mcguinnessinstitute.org,,,,
AMDS,NZMDS,Tertiary,Library,Media Design School at Strayer,http://www.mediadesignschool.com,"10 Madden Street (entrance on Tiramarama Way)
Wynyard Quarter
Central Auckland 1010","PO Box 5927
Victoria Street West
Auckland 1142",library@mediadesignschool.com,+64 9 303 0402,true,true,true,Charter,Susan Eady,susantodd.eady@mediadesignschool.com,Susan Eady,,susantodd.eady@mediadesignschool.com,Last updated: 26/01/2023
CMHE,NZMHE,Special,Library,Mental Health Education & Resource Centre,http://www.mherc.org.nz,"Level 1, 12 Hazeldean Road
Addington
Christchurch, Canterbury 8024","PO Box 32035
Linwood
Christchurch, Canterbury 8147",library@mherc.org.nz,0800 424 399,false,false,false,TBA,Nicholas Hansen,library@mherc.org.nz,,,,
AMHF,NZAMH,Special,Library,Mental Health Foundation of New Zealand,http://www.mentalhealth.org.nz,,,library@mentalhealth.org.nz,,true,false,false,TBA,Kim Higginson,library@mentalhealth.org.nz,Kim Higginson,+64 9 623 4810,library@mentalhealth.org.nz,
WMET,,Special,Library,Meteorological Service of New Zealand (MetService),http://www.metservice.com,"30 Salamanca Road
Kelburn
Wellington
New Zealand","PO Box 722
Kelburn
Wellington 6140 6140
New Zealand",linda.stopforth@metservice.com,+64 4 470 0825,false,false,false,TBA,Linda Stopforth,linda.stopforth@metservice.com,Penny Bull,+64 4 470 0825,penny.bull@metservice.com,Librarian's hours are Monday & Thursday 8.30-1.00. Speculative requests welcome.
CMCC,CMCC,,Music hire,Mid Canterbury Choir,,"58 Carters Road
Allenton
Ashburton Canterbury 7700
New Zealand","58 Carters Road
Allenton
Ashburton Canterbury 7700
New Zealand",thegunnclan@xtra.co.nz,+64 3 308 7225,false,false,false,TBA,CMCC Hire,thegunnclan@xtra.co.nz,,,,"Choir Manager: Carol Gunn the gunnclan@xtra.co.nz, ph 027 287 2468 (day) 03 308 7225 (evening)  "
PM,NZOPP,Special,Library,"Te Whatu Ora - Health New Zealand, Te Pae Hauora o Ruahine o Tararua, Midcentral",http://www.midcentraldhb.govt.nz/Providers/CentennialClinicalLibrary/Pages/default.aspx#,"Gate 1,
Heretaunga St Roslyn,
Palmerston North 4414,
New Zealand","Private Bag 11 036,
Palmerston North 4442,
New Zealand",clinical.library@midcentraldhb.govt.nz,+64 6 350 8816,true,true,true,Charter,Fiona Harkness,fiona.harkness@midcentraldhb.govt.nz,Heather Smith,+64 6 350 8816,clinical.library@midcentraldhb.govt.nz,"Please use street address for courier, and Private Bag address for standard NZ Post. <br />Last updated: 10/10/2024."
WCUL,NZWCU,Special,Library,Ministry for Culture & Heritage - Closed 2025,,,,,,false,false,false,,,,,,,
WPIA,NZPIA,Special,Library,Ministry for Pacific Peoples,http://www.mpp.govt.nz,"Level 2 ASB House
101-103 The Terrace
Wellington 6140
New Zealand","PO Box 833
Wellington 6140
New Zealand",silone.faoagali@mpp.govt.nz,+64 4 473 4493,false,false,false,Non-charter,Silone Faoagali,silone.faoagali@mpp.govt.nz,Silone Faoagali,+64 4 473 4493,silone.faoagali@mpp.govt.nz," Interloans are handled by Silone Faoagali, Auckland Office."
WAGH,NZWAG,Special,Library,Ministry for Primary Industries,http://www.mpi.govt.nz,"Charles Fergusson Building
38 Bowen Street
Wellington 6140
New Zealand","PO Box 2526
Wellington 6140
New Zealand",library@mpi.govt.nz,+64 4 894 0101,true,true,true,Non-charter,Robyn Hampton,robyn.hampton@mpi.govt.nz,Robyn Hampton,+64 4 894 0101,robyn.hampton@mpi.govt.nz,Last updated: 31/03/2025
WEV,NZWEV,Special,Library,Ministry for the Environment,http://www.mfe.govt.nz,"Information Centre,
Ministry for the Environment,
8 Willis Street,
Wellington, 6011,
New Zealand","P.O. Box 10362,
Wellington 6143,
New Zealand",information.centre@mfe.govt.nz,,true,true,true,Charter,Information Centre,information.centre@mfe.govt.nz,Information Centre,+64 27 314 1449,information.centre@mfe.govt.nz,Last updated: 3/10/2024
WBIE,NZBIE,Special,Library,"Ministry of Business, Innovation and Employment",http://www.mbie.govt.nz/,"C/- Mailroom,
15 Stout Street,
Wellington 6011,
New Zealand","C/- Mailroom,
PO Box 1473,
Wellington 6140,
New Zealand",libraryonline@mbie.govt.nz,+64 (0) 4 8965253,true,true,true,Charter,Ngaere MacKinnon,ngaere.mackinnon@mbie.govt.nz,,,,Last updated: 8/11/2024
WED,NZDWE,Special,Library,Ministry of Education Library,,"Level 5
Number 1 The Terrace
Wellington 6011
New Zealand","PO Box 1666
Wellington 6140
New Zealand",education.library@education.govt.nz,+64 4 463 8925,true,true,true,Charter,Flora Wallace,Flora.Wallace@education.govt.nz,Interloans,+64 4 463 8925,education.library@education.govt.nz," Incorporates Careers New Zealand, Education Review Office, New Zealand Qualifications Authority and Tertiary Education Commission"
WEX,NZWEX,Special,Library,Ministry of Foreign Affairs and Trade,https://www.mfat.govt.nz/,"MFAT Information Services, Level 17
195 Lambton Quay
Wellington 6011
New Zealand","Private Bag 18901
Wellington 6160
New Zealand",InfoService@mfat.govt.nz,+64 4 439 8000,true,true,true,Charter,David Hoggard,david.hoggard@mfat.govt.nz,David Hoggard,+64 4 439 8000,infoservice@mfat.govt.nz,Last updated: 10/11/2023.
WH,NZCXR,Special,Library,Ministry of Health,www.health.govt.nz,"133 Molesworth Street
Wellington 6011
New Zealand","PO Box 5013
Wellington 6145
New Zealand",library@health.govt.nz,+64 4 496 2133,true,true,true,Charter,Janine Pickering,janine.pickering@health.govt.nz,Melissa Toohey,+64 4 496 2133,mohinterloan@health.govt.nz,
WCRT,NZWCR,Special,Library,Ministry of Justice - Judicial Libraries,www.justice.govt.nz,"Wellington High Court  - Judges' Library,
2 Molesworth Street,
Wellington 6011,
New Zealand","Judges' Library, Wellington High Court,
2 Molesworth Street,
Wellington 6011,
New Zealand",helen.gardiner@justice.govt.nz,+64 4 914 3631,true,true,true,Non-charter,Sam Cooper-Tidey,Samuel.Tidey@justice.govt.nz,Helen Gardiner,+64 4 914 3631,helen.gardiner@justice.govt.nz,Last updated: 26/06/2025
WJ,NZWJK,Special,Library,Ministry of Justice,http://www.justice.govt.nz,"Level 3, Justice Centre,
19 Aitken Street,
Wellington 6011,
New Zealand","PO Box 180
Wellington
New Zealand",library.enquiries@justice.govt.nz,+64 4 494 9747,true,true,true,Charter,Shanann Carr,shanann.carr@justice.govt.nz,Judith Forman,+64 4 494 9747,judith.forman@justice.govt.nz,"Please use street address for courier, and postal address for NZ Post.<br/>Last updated: 20/03/2025."
WSS,NZWSS,Special,Library,Ministry of Social Development,http://www.msd.govt.nz,"Level 5
56 The Terrace
Wellington 6011
New Zealand","Level 5
56 The Terrace
Wellington 6011
New Zealand",,,true,true,true,Charter,,,,,,Provides library services to the Crown Entities that the Ministry has responsibility for. <br />Last updated 19/07/2024.
WTP,NZWPH,Special,Library,Ministry of Transport,,"Ground Floor
3 Queens Wharf
Wellington 6011
New Zealand","PO Box 3175
Wellington 6140
New Zealand",knowledge@transport.govt.nz,+64 4 439 9000,true,true,true,Charter,Richard Kelly,r.kelly@transport.govt.nz,Interloans Librarian,+64 4 439 9000,knowledge@transport.govt.nz,
WWOM,NZWWO,Special,Library,Ministry for Women,http://www.mwa.govt.nz,"Level 9 Qual IT House
22 The Terrace
Wellington 6011
New Zealand","PO Box 10 049
Wellington 6143
New Zealand",info@women.govt.nz,+64 4 915 7112,true,false,false,TBA,Penny Dring,penny.dring@women.govt.nz,Penny Dring,+64 4 915 7112,penny.dring@women.govt.nz,
ARWS,,Special,Library,MinterEllisonRuddWatts,http://www.minterellison.co.nz,"PwC Tower
15 Customs Street West
Auckland
New Zealand","PO Box 105 249
Auckland 1143
New Zealand",library@minterellison.co.nz,+64 9 353 9700,false,false,false,Non-charter,Erin Cairney,erin.cairney@minterellison.co.nz,Erin Cairney,+64 9 353 9700,erin.cairney@minterellison.co.nz,
NAMU,,Special,Library,MTG Hawkes Bay,https://www.mtghawkesbay.com/,"1 Tennyson Street,
Napier 4110,
New Zealand","PO Box 248,
Napier 4110,
New Zealand",archive@mtghawkesbay.com,+64 6 834 9837,false,false,false,TBA,Erica Moffitt,archive@mtghawkesbay.com,,,,Last updated: 28/08/2024
WMU,NZWMU,Special,Library,"Te Aka Matua Research Library, Te Papa",http://tinyurl.com/ybdmead,"55 Cable Street
Wellington 6011
New Zealand","PO Box 467
Wellington 6140
New Zealand",library@tepapa.govt.nz,+64 (04) 381 7000,true,true,true,Charter,Martin Lewis,martinl@tepapa.govt.nz,Amy Phillips,,interloans@tepapa.govt.nz,Last updated: 14/06/2023.
AWM,NZMAW,Special,Library,Museum of Transport and Technology (MOTAT),http://www.motat.org.nz,"805 Great North Road
Western Springs
Auckland 1022
New Zealand","PO Box 44 114
Pt Chevalier
Auckland 1246
New Zealand",library@motat.org.nz,+64 9 845 3690,true,true,true,Charter,Simon Wetherill,simon.wetherill@motat.org.nz,Library,+64 9 845 3690,library@motat.org.nz,
NACC,NACC,,Music hire,Napier Civic Choir,,"5 Fairview Place
Havelock North 4130
New Zealand","5 Fairview Place
Havelock North 4130
New Zealand",a-thomson@xtra.co.nz,+64 6 870 6418,false,false,false,TBA,NACC Hire,a-thomson@xtra.co.nz,,,,
NAP,NZNAP,Public,Library,Napier Libraries,www.napierlibrary.co.nz,"1 Tennyson Street
Napier 4110
New Zealand","PO Box 940
Napier 4140
New Zealand",research@napierlibrary.co.nz,+64 6 834 4180,true,true,true,Charter,Nicola Saunders,nicola.saunders@napierlibrary.co.nz,Alison Price,+64 6 834 4180,research@napierlibrary.co.nz,No loans on new books for 6 months.
WINT,NZWIN,Special,Library,National Assessments Bureau,,"L2, Pipitea House on Pipitea
1-15 Piptea St
Wellington 6160
New Zealand","PO Box 12209
Wellington 6144
New Zealand",irs@dpmc.govt.nz,+64 4 819 8233,true,true,true,Charter,,,Sarina Sircombe,+64 4 819 8233,irs@dpmc.govt.nz,
ROFO,NZROQ,Special,Library,"National Forestry Library, Scion ",http://www.scionresearch.com,"49 Sala Street
Rotorua 3010
New Zealand","Private Bag 3020
Rotorua 3046
New Zealand",library@scionresearch.com,+64 7 343 5847,true,true,true,Charter,Marlene Joubert,marlene.joubert@scionresearch.com,Claire Miller,+64 7 343 5755,library@scionresearch.com,
WN,NZ1,,Library,National Library of New Zealand,http://www.natlib.govt.nz,"Collection Delivery, National Library of New Zealand,
70 Molesworth Street,
Thorndon,
Wellington 6011
New Zealand","PO Box 1467
Wellington 6140
New Zealand",dss@dia.govt.nz,+64 4 474 3144,true,true,true,Charter,Rachel Esson,rachel.esson@dia.govt.nz,Philippa Young,+64 4 474 3144,Philippa.Young@dia.govt.nz,Please see web site for specific services.  For exact serial holdings please see the National Library catalogue. Interloan queries to Shobna Hillman shobna.hillman@dia.govt.nz <br/>Last updated: 27/03/2025
ASL,NZASL,,Library,National Library of New Zealand - Auckland Service Centre,,"8 Stanley Street
Parnell
Auckland 1010
New Zealand","Private Bag 99 936
Newmarket
Auckland 1149
New Zealand",servicestoschools@dia.govt.nz,+64 9 365 8800,true,true,true,Charter,Rachel Esson,rachel.esson@dia.govt.nz,Suzanne Hardy,+64 9 365 8800,suzanne.hardy@dia.govt.nz,
CSL,NZCSL,,Library,National Library of New Zealand - Christchurch Centre,,"Unit 6
150 Cavenish Road
Christchurch 8051
New Zealand","PO Box 1380
Christchurch 8140
New Zealand",christchurch.request@dia.govt.nz,+64 3 366 1075,true,true,true,Charter,Rachel Esson,rachel.esson@dia.govt.nz,Michelle O'Brien,+64 3 339 5526,michelle.obrien@dia.govt.nz,Last updated: 11-09-2025
PNA,,,Library,National Library of New Zealand - Print Disabilities Service,,"Dockway 1
Aitken Street
Wellington 6011
New Zealand","PO Box 1467
Wellington 6140
New Zealand",audiobook.request@dia.govt.nz,+64 4 474 3001,true,false,false,Charter,Felicity Benjes,felicity.benjes@dia.govt.nz,,,,"Restricted to registered libraries for use by print disabled clients only. Enquiries to the Print Disabilities Service Librarian, Felicity Benjes, ph 04 474 3001"
WNMH,,,Music hire,"National Library of New Zealand, Music Room",https://natlib.govt.nz/collections/music-hire-service,"58-78 Molesworth Street
Wellington 6011
New Zealand","PO Box 1467
Wellington 6140
New Zealand",Music.Hire@dia.govt.nz,+64 4 474 3025,false,false,false,TBA,WNMH Hire,Music.Hire@dia.govt.nz,,,,
NUSL,NZNUS,Tertiary,Library,National University of Samoa,http://www.nus.edu.ws,"Le-Papaigalagala Campus
Apia
Samoa","PO Box 1622
Vaivase
Apia
Samoa",library@nus.edu.ws,+685 21428 x 300 / 366,false,false,false,TBA,Avalogo Tunupopo,ttunupopo@nus.edu.ws,Ula Tagaloa,+685 21428 x 300 / 366,u.tagaloa@nus.edu.ws,Airmail all items. All charges in Samoan $ - contact library for details.  NUS Library staff. Responsible for returning Interloan material (books).
CNC,,,Music hire,Neerlandia Choir Christchurch (Inc),,"3 Castle Way
Beckenham
Christchurch 8023
New Zealand","PO Box 21 344
Edgeware
Christchurch 8143
New Zealand",thea@konijn.co.nz,+64 3 347 9173,false,false,false,TBA,CNC Hire,thea@konijn.co.nz,,,,"Other contact details:  37 Shelley Street, Rolleston 7614  Ph: 03 347 9173"
NECC,NECC,,Music hire,Nelson Civic Choir,,"2/38 Point Road
Nelson 7011
New Zealand","2/38 Point Road
Nelson 7011
New Zealand",daviesnz@xtra.co.nz,021 1677330,false,false,false,TBA,NECC Hire,daviesnz@xtra.co.nz,,,,Primary contact: Judi Davies
NEPY,NZNEP,Tertiary,Library,"NMIT, part of Te Pūkenga",http://library.nmit.ac.nz,"20 - 22 Alton Street
Nelson 7010
New Zealand","Private Bag 19
Nelson 7042
New Zealand",library@nmit.ac.nz,+64 3 539 5068,true,true,true,Charter,,,Sharon Patterson,+64 3 539 5068,interloan@nmit.ac.nz,"Please note, we do not supply to non-IBS users or international libraries."
NEMU,,Special,Library,Nelson Provincial Museum,http://www.museumnp.org.nz/index.html,"PO Box 853
Nelson
New Zealand","PO Box 853
Nelson
New Zealand",library@museum.org.nz,+64 3 547 8543,false,false,false,TBA,Anna Wilkinson,library@museum.org.nz,Anna Wilkinson,+64 3 547 8543,library@museum.org.nz,
NEP,NZEPN,Public,Library,Nelson Public Libraries,https://www.nelsonpubliclibraries.co.nz/,"27 Halifax Street
Nelson 7010
New Zealand","Private Bag 41
Nelson 7042
New Zealand",library@ncc.govt.nz,+64 3 546 8100,true,true,true,Charter,Kate Miller,kate.miller@ncc.govt.nz,Gina Gray,+64 3 546 8100,library@ncc.govt.nz,New acquisitions and Audio items not available. <br />Last updated: 5/10/2023.
NESM,NESM,,Music hire,Nelson School of Music,http://www.nsom.ac.nz,"48 Nile Street
Nelson 7010
New Zealand","PO Box 18
Nelson 7040
New Zealand",nsom@nsom.ac.nz,+64 3 548 9477,false,false,false,TBA,NESM Hire,nsom@nsom.ac.nz,,,,
BM,NZBMN,Special,Library,"Te Whatu Ora - Health New Zealand, Nelson Marlborough Library",,"Hospital Road
Blenheim 7210
New Zealand","PO Box 46
Blenheim 7240
New Zealand",,+64 3 520 9805,true,true,true,Charter,Emma Chapman,Emma.Chapman@TeWhatuOra.govt.nz,,,,Last updated: 10/04/2025
AAF,,Special,Library,Burnett Foundation Aotearoa,https://burnettfoundation.org.nz/,"31 Hargreaves St,
St Marys Bay,
Auckland 1011,
New Zealand",,contact@burnettfoundation.org.nz,+64 9 303 3124,false,false,false,Non-charter,,,,,,
ACA,,Tertiary,Library,New Zealand College of Chiropractic,https://chiropractic.ac.nz/about-our-college/nzca-centennial-library/,"6 Harrison Road
Mt Wellington
Auckland
New Zealand","PO Box 113-044
Newmarket
Auckland 1149
New Zealand",library@nzchiro.co.nz,+64 9 526 2103,false,false,false,Non-charter,,,Stephanie Bacon,+64 9 526 2103,Stephanie.Bacon@nzchiro.co.nz,
CCECE,,Special,Library,New Zealand College of Early Childhood Education,,New Zealand,"PO Box 5561
Papanui
Christchurch 8542
New Zealand",jmcvicar@teacher.co.nz,+64 4 365 3153,false,false,false,TBA,Jessica McVicar,jmcvicar@teacher.co.nz,Jessica McVicar,+64 4 365 3153,jmcvicar@teacher.co.nz,
WER,NZWER,Special,Library,New Zealand Council for Educational Research (NZCER),https://www.nzcer.org.nz/library,"Level 4, Stantec Building
10 Brandon Street
Wellington 6011
New Zealand","P O Box 3237
Wellington 6140
New Zealand",library@nzcer.org.nz,+64 4 802 1446,true,true,true,Charter,Rebecca Lythe,rebecca.lythe@nzcer.org.nz,Interloans,+64 4 802 1446,library@nzcer.org.nz,
WD,NZWDD,Special,Library,New Zealand Defence Force,www.nzdf.mil.nz,"Interloans, HQ NZ Defence Force
Defence House
34 Bowen St
Wellington 6011
New Zealand","Interloans
HQ New Zealand Defence Force Library
Wellington 5045
New Zealand",library.interloans@nzdf.mil.nz,+64 4 496 0835,true,true,true,Charter,Sarah Macfarlane,sarah.macfarlane@nzdf.mil.nz,Pending Position,+64 4 496 0835,library.interloans@nzdf.mil.nz,
WEI,NZWEI,Special,Library,New Zealand Educational Institute Library,http://www.nzei.org.nz,"178-182 Willis St
Wellington 6011
New Zealand","PO Box 466
Wellington 6140
New Zealand",infoservices@nzei.org.nz,+64 4 382 2739,false,false,false,TBA,,,,,,Library has closed.
AFVC,,Special,Library,New Zealand Family Violence Clearinghouse Library,https://nzfvc.org.nz,"Building 730
Tamaki  Campus
University of Auckland
Auckland 1072
New Zealand","Private Bag 92019
Victoria Street West
Auckland 1142
New Zealand",info@nzfvc.org.nz,(09) 923 4640,false,false,false,Non-charter,Gay Richards,info@nzfvc.org.nz,Gay Richards,(09) 923 4640,info@nzfvc.org.nz,
AHE,NZAHE,Special,Library,New Zealand Heavy Engineering Research Association (HERA),http://www.hera.org.nz,"17-19 Gladding Place
Manukau
Auckland 2104
New Zealand","PO Box 76 134
Manukau
Auckland 2241
New Zealand",info@hera.org.nz,+64 9 262 2885,true,false,false,TBA,,,,,,
WEC,NZWEC,Special,Library,New Zealand Institute of Economic Research,www.nzier.org.nz,"Level 13
22 Willeston St
Wellington 6011
New Zealand","PO Box 3479
Wellington 6140
New Zealand",library@nzier.org.nz,+64 4 472 1880,true,true,true,Charter,Sarah Spring,library@nzier.org.nz,Sarah Spring,+64 4 472 1880,library@nzier.org.nz,
AL,NZALS,Special,Library,"New Zealand Law Society Library, Auckland",http://www.lawsociety.org.nz/law-library,"High Court Building,
Cnr Waterloo Quadrant & Parliament Street,
Auckland 1010,
New Zealand","PO Box 4416,
Shortland St,
Auckland 1140,
New Zealand",interloans@nzlslibrary.org.nz,+64 9 304 1020,true,true,true,Charter,Louise Hall,louise.hall@lawsociety.org.nz,Glenn McLay,+64 9 304 1020,interloans@nzlslibrary.org.nz,Last updated: 11/10/2023.
DL,NZSLO,Special,Library,"New Zealand Law Society Library, Otago",http://www.lawsocietylibrary.org.nz/catalogue/,"Level 4 John Wickliffe House
265 Princes St
Dunedin 9016
New Zealand","P.O. Box 565
Christchurch 8140
New Zealand",otago@nzlslibrary.org.nz,+64 3 477 0596,true,true,true,Charter,Julia Wartmann,otago@nzlslibrary.org.nz,Julia Wartmann,+64 3 477 0596,otago@nzlslibrary.org.nz,Reference only collection (no loans).   Contact CL for document delivery requests - unreported cases only supplied if requested by academic staff (Law) or research students (Law) with prior approval from their supervisor.
WL,NZWLM,Special,Library,"New Zealand Law Society Library, Wellington",http://www.lawsocietylibrary.org.nz/catalogue/,"c/- Floor 4,
17 Whitmore Street,
Wellington Central,
Wellington 6011
New Zealand","PO Box 494,
Wellington 6140,
New Zealand",wellington@nzlslibrary.org.nz,+64 4 473 6202,true,true,true,Charter,Nicola Stedman,nicola.stedman@lawsociety.org.nz,Julie Matthews,+64 4 473 6202,wellington@nzlslibrary.org.nz,Last updated: 9/07/2025
CL,NZCLM,Special,Library,"New Zealand Law Society, Christchurch",http://www.lawsocietylibrary.org.nz/catalogue/,"Justice & Emergency Services Precinct (B2 entrance)
Emergency Services Building
Tuam Street
Christchurch 8011
New Zealand DX WX10074","New Zealand Law Society Library, Canterbury
Christchurch 8140
New Zealand DX WX10074",canterbury@nzlslibrary.org.nz,+64 3 377 1852,true,true,true,Charter,Louise Hall,louise.hall@lawsociety.org.nz,Louise Hall,+64 3 377 1852,louise.hall@lawsociety.org.nz,Note: unreported cases will only be supplied if requested by academic staff (Law) or research students (Law) with prior approval from their supervisor.
PLE,,Special,Library,New Zealand Leather & Shoe Research Association Inc.,http://www.lasra.co.nz,"Fitzherbert Science Centres
Dairy Farm Road
Palmerston North 4432
New Zealand","Fitzherbert Science Centres
Dairy Farm Road
Palmerston North 4432
New Zealand",library@lasra.co.nz,+64 6 355 9028,false,false,false,Charter,Karen Jones,library@lasra.co.nz,,,,
